,Date,bitcoin,bitcoin_cash,cardano,ethereum,litecoin,ripple,solana
0,2022-01-03,-0.29764515389054513,-0.29764515389054513,-0.29764515389054513,-0.29764515389054513,-0.29764515389054513,-0.29764515389054513,-0.29764515389054513
1,2022-01-04,-0.0023558020273947993,-0.0023558020273947993,-0.0023558020273947993,-0.0023558020273947993,-0.0023558020273947993,-0.0023558020273947993,-0.0023558020273947993
2,2022-01-05,0.06615783245639474,0.06615783245639474,0.06615783245639474,0.06615783245639474,0.06615783245639474,0.06615783245639474,0.06615783245639474
3,2022-01-06,0.6954748721118837,0.6954748721118837,0.6954748721118837,0.6954748721118837,0.6954748721118837,0.6954748721118837,0.6954748721118837
4,2022-01-07,0.2460162912542773,0.2460162912542773,0.2460162912542773,0.2460162912542773,0.2460162912542773,0.2460162912542773,0.2460162912542773
5,2022-01-08,0.38664043072549775,0.38664043072549775,0.38664043072549775,0.38664043072549775,0.38664043072549775,0.38664043072549775,0.38664043072549775
6,2022-01-09,-0.022629217059232567,-0.022629217059232567,-0.022629217059232567,-0.022629217059232567,-0.022629217059232567,-0.022629217059232567,-0.022629217059232567
7,2022-01-10,-0.11047213377273425,-0.11047213377273425,-0.11047213377273425,-0.11047213377273425,-0.11047213377273425,-0.11047213377273425,-0.11047213377273425
8,2022-01-11,-0.1253050215947882,-0.1253050215947882,-0.1253050215947882,-0.1253050215947882,-0.1253050215947882,-0.1253050215947882,-0.1253050215947882
9,2022-01-12,-0.4948846562135517,-0.4948846562135517,-0.4948846562135517,-0.4948846562135517,-0.4948846562135517,-0.4948846562135517,-0.4948846562135517
10,2022-01-13,-0.08204905977451864,-0.08204905977451864,-0.08204905977451864,-0.08204905977451864,-0.08204905977451864,-0.08204905977451864,-0.08204905977451864
11,2022-01-14,-0.08119710596542366,-0.08119710596542366,-0.08119710596542366,-0.08119710596542366,-0.08119710596542366,-0.08119710596542366,-0.08119710596542366
12,2022-01-15,-0.06658764252637706,-0.06658764252637706,-0.06658764252637706,-0.06658764252637706,-0.06658764252637706,-0.06658764252637706,-0.06658764252637706
13,2022-01-16,0.047481906671173996,0.047481906671173996,0.047481906671173996,0.047481906671173996,0.047481906671173996,0.047481906671173996,0.047481906671173996
14,2022-01-17,-0.017442746512765436,-0.017442746512765436,-0.017442746512765436,-0.017442746512765436,-0.017442746512765436,-0.017442746512765436,-0.017442746512765436
15,2022-01-18,-0.2855482168287599,-0.2855482168287599,-0.2855482168287599,-0.2855482168287599,-0.2855482168287599,-0.2855482168287599,-0.2855482168287599
16,2022-01-19,-0.12367344679366797,-0.12367344679366797,-0.12367344679366797,-0.12367344679366797,-0.12367344679366797,-0.12367344679366797,-0.12367344679366797
17,2022-01-20,0.14015834528358745,0.14015834528358745,0.14015834528358745,0.14015834528358745,0.14015834528358745,0.14015834528358745,0.14015834528358745
18,2022-01-21,0.4293786859426506,0.4293786859426506,0.4293786859426506,0.4293786859426506,0.4293786859426506,0.4293786859426506,0.4293786859426506
19,2022-01-22,0.6431737166464562,0.6431737166464562,0.6431737166464562,0.6431737166464562,0.6431737166464562,0.6431737166464562,0.6431737166464562
20,2022-01-23,0.4153302433633019,0.4153302433633019,0.4153302433633019,0.4153302433633019,0.4153302433633019,0.4153302433633019,0.4153302433633019
21,2022-01-24,0.035590083192055,0.035590083192055,0.035590083192055,0.035590083192055,0.035590083192055,0.035590083192055,0.035590083192055
22,2022-01-25,0.047317630739782256,0.047317630739782256,0.047317630739782256,0.047317630739782256,0.047317630739782256,0.047317630739782256,0.047317630739782256
23,2022-01-26,-0.14389708479513508,-0.14389708479513508,-0.14389708479513508,-0.14389708479513508,-0.14389708479513508,-0.14389708479513508,-0.14389708479513508
24,2022-01-27,-0.2685503386319747,-0.2685503386319747,-0.2685503386319747,-0.2685503386319747,-0.2685503386319747,-0.2685503386319747,-0.2685503386319747
25,2022-01-28,-0.6319062346064249,-0.6319062346064249,-0.6319062346064249,-0.6319062346064249,-0.6319062346064249,-0.6319062346064249,-0.6319062346064249
26,2022-01-29,-0.813951323207053,-0.813951323207053,-0.813951323207053,-0.813951323207053,-0.813951323207053,-0.813951323207053,-0.813951323207053
27,2022-01-30,0.0382882637313655,0.0382882637313655,0.0382882637313655,0.0382882637313655,0.0382882637313655,0.0382882637313655,0.0382882637313655
28,2022-01-31,-0.3810982707446646,-0.3810982707446646,-0.3810982707446646,-0.3810982707446646,-0.3810982707446646,-0.3810982707446646,-0.3810982707446646
29,2022-02-01,0.366458419338889,0.366458419338889,0.366458419338889,0.366458419338889,0.366458419338889,0.366458419338889,0.366458419338889
30,2022-02-02,0.76070467629798,0.76070467629798,0.76070467629798,0.76070467629798,0.76070467629798,0.76070467629798,0.76070467629798
31,2022-02-03,0.01171679352634262,0.01171679352634262,0.01171679352634262,0.01171679352634262,0.01171679352634262,0.01171679352634262,0.01171679352634262
32,2022-02-04,-0.12551089572491925,-0.12551089572491925,-0.12551089572491925,-0.12551089572491925,-0.12551089572491925,-0.12551089572491925,-0.12551089572491925
33,2022-02-05,0.07586656020375984,0.07586656020375984,0.07586656020375984,0.07586656020375984,0.07586656020375984,0.07586656020375984,0.07586656020375984
34,2022-02-06,0.11824091331251507,0.11824091331251507,0.11824091331251507,0.11824091331251507,0.11824091331251507,0.11824091331251507,0.11824091331251507
35,2022-02-07,-0.10626864114890137,-0.10626864114890137,-0.10626864114890137,-0.10626864114890137,-0.10626864114890137,-0.10626864114890137,-0.10626864114890137
36,2022-02-08,-0.010589994976410217,-0.010589994976410217,-0.010589994976410217,-0.010589994976410217,-0.010589994976410217,-0.010589994976410217,-0.010589994976410217
37,2022-02-09,0.026056420536956993,0.026056420536956993,0.026056420536956993,0.026056420536956993,0.026056420536956993,0.026056420536956993,0.026056420536956993
38,2022-02-10,-0.21183077978614373,-0.21183077978614373,-0.21183077978614373,-0.21183077978614373,-0.21183077978614373,-0.21183077978614373,-0.21183077978614373
39,2022-02-11,-0.46928912252762156,-0.46928912252762156,-0.46928912252762156,-0.46928912252762156,-0.46928912252762156,-0.46928912252762156,-0.46928912252762156
40,2022-02-12,0.7268551712732425,0.7268551712732425,0.7268551712732425,0.7268551712732425,0.7268551712732425,0.7268551712732425,0.7268551712732425
41,2022-02-13,0.22907326103210549,0.22907326103210549,0.22907326103210549,0.22907326103210549,0.22907326103210549,0.22907326103210549,0.22907326103210549
42,2022-02-14,0.10277808026392828,0.10277808026392828,0.10277808026392828,0.10277808026392828,0.10277808026392828,0.10277808026392828,0.10277808026392828
43,2022-02-15,-0.1252074298999705,-0.1252074298999705,-0.1252074298999705,-0.1252074298999705,-0.1252074298999705,-0.1252074298999705,-0.1252074298999705
44,2022-02-16,-0.1531861260817188,-0.1531861260817188,-0.1531861260817188,-0.1531861260817188,-0.1531861260817188,-0.1531861260817188,-0.1531861260817188
45,2022-02-17,-0.36950924107491745,-0.36950924107491745,-0.36950924107491745,-0.36950924107491745,-0.36950924107491745,-0.36950924107491745,-0.36950924107491745
46,2022-02-18,-0.13219412995125726,-0.13219412995125726,-0.13219412995125726,-0.13219412995125726,-0.13219412995125726,-0.13219412995125726,-0.13219412995125726
47,2022-02-19,0.14532878933825089,0.14532878933825089,0.14532878933825089,0.14532878933825089,0.14532878933825089,0.14532878933825089,0.14532878933825089
48,2022-02-20,0.05969835864061052,0.05969835864061052,0.05969835864061052,0.05969835864061052,0.05969835864061052,0.05969835864061052,0.05969835864061052
49,2022-02-21,0.023926031233095068,0.023926031233095068,0.023926031233095068,0.023926031233095068,0.023926031233095068,0.023926031233095068,0.023926031233095068
50,2022-02-22,0.23953334949031777,0.23953334949031777,0.23953334949031777,0.23953334949031777,0.23953334949031777,0.23953334949031777,0.23953334949031777
51,2022-02-23,-0.2273953977516976,-0.2273953977516976,-0.2273953977516976,-0.2273953977516976,-0.2273953977516976,-0.2273953977516976,-0.2273953977516976
52,2022-02-24,-0.4669790313781746,-0.4669790313781746,-0.4669790313781746,-0.4669790313781746,-0.4669790313781746,-0.4669790313781746,-0.4669790313781746
53,2022-02-25,-0.17928050083858607,-0.17928050083858607,-0.17928050083858607,-0.17928050083858607,-0.17928050083858607,-0.17928050083858607,-0.17928050083858607
54,2022-02-26,0.16912991367377195,0.16912991367377195,0.16912991367377195,0.16912991367377195,0.16912991367377195,0.16912991367377195,0.16912991367377195
55,2022-02-27,-0.03590869863470397,-0.03590869863470397,-0.03590869863470397,-0.03590869863470397,-0.03590869863470397,-0.03590869863470397,-0.03590869863470397
56,2022-02-28,-0.03375452990040089,-0.03375452990040089,-0.03375452990040089,-0.03375452990040089,-0.03375452990040089,-0.03375452990040089,-0.03375452990040089
57,2022-03-01,0.40861428950400897,,0.40861428950400897,0.40861428950400897,0.40861428950400897,0.40861428950400897,0.40861428950400897
